Branch,Author,Review Text,Review Rating,Date,Likes,Cleaned Review Text
Ashok Nagar,Gaurav Bhatt,"The food was reliably good, as always. We ordered Biryani, Chicken, and Butter Naan. The Biryani maintained its usual quality, the chicken was tasty, but the naan was paper thin. It would be better if the naan was more layered and slightly thicker.<br>Unfortunately, the service did not match the standard of the food. It took five minutes to get mint chutney after our initial request, despite our food being served ten minutes earlier. Additionally, we requested two glasses for a half bottle of Coke, but our request was ignored initially. After reminding the staff, one went to the manager but never returned, leaving us waiting fifteen minutes before another waiter finally provided the glasses. Such neglect for a customer is disappointing.<br>I strongly urge the restaurant to address these service issues to ensure that future customers have a consistently positive experience.<br>PS: The rating 2 star is solely because of the service.",2,29/08/2025,,food reliably good always ordered biryani chicken butter naan biryani maintained usual quality chicken tasty naan paper thin would better naan layered slightly thickerbrunfortunately service match standard food took five minutes get mint chutney initial request despite food served ten minutes earlier additionally requested two glasses half bottle coke request ignored initially reminding staff one went manager never returned leaving us waiting fifteen minutes another waiter finally provided glasses neglect customer disappointingbri strongly urge restaurant address service issues ensure future customers consistently positive experiencebrps rating star solely service
Ashok Nagar,Sanjeev M,Advice:<br><br>1. Just take 1 biriyani if 2 people are going<br>2. Never order boneless chicken biriyani. The pieces are coated in batter and fried and then put as a gravy on top of the pile of biriyani rice. Very bad. Probably when you order normal biryani it comes with bone and there probably it's not put in a batter and fried.<br>3. It's so sad that chicken 65 is recommended but its not chicken 65 at all. The original is the one from Buhari hotel in Chennai and which is deep fried and red in colour and no batter. This one is again batter and not oil fried but cooked or something.  Please rename it to something else.<br><br>Overall not very good. Will not go again.,2,12/07/2025,,advicebrbr take biriyani people goingbr never order boneless chicken biriyani pieces coated batter fried put gravy top pile biriyani rice bad probably order normal biryani comes bone probably put batter friedbr sad chicken recommended chicken all original one buhari hotel chennai deep fried red colour batter one batter oil fried cooked something please rename something elsebrbroverall good go again
Ashok Nagar,ronali priyadarshini,Heard so much about this place. We tried there Hyderabadi biriyani. just delicious. Quality quantity and flavours outstanding. Service is good. Visit early or you have to wait for some time.. must try.,5,18/08/2025,,heard much place tried hyderabadi biriyani delicious quality quantity flavours outstanding service good visit early wait time must try
Ashok Nagar,The Bruh,Went here to taste their special meghana biriyani. The b/l special biryani had ample pieces and quantity also was good . The flavour was subtle and can try once for the hype . Their special tandoori chicken was good but nothing as to be extraordinary. This hotel had large seating capacity and can accommodate more people,4,25/08/2025,,went taste special meghana biriyani bl special biryani ample pieces quantity also good flavour subtle try hype special tandoori chicken good nothing extraordinary hotel large seating capacity accommodate people
Ashok Nagar,Vidhyaa Dayanandh (Vidu),"One of the unique biryani, you will get it nowhere else.. A little spicy and good for the quick lunch coz it’s crowded. We had ordered prawn biryani , chicken and mutton biryani and few starters.",4,27/06/2025,,one unique biryani get nowhere else little spicy good quick lunch coz its crowded ordered prawn biryani chicken mutton biryani starters
Ashok Nagar,Pranav Kabade,"I had the best biryani experience at Meghana’s in Bengaluru. The flavors were rich, the spices perfectly balanced, and every bite felt authentic. Their Mushroom Biryani was a surprise hit—loaded with juicy mushrooms, spicy masala, and served with raita, it was super satisfying even without meat. Easily one of the most memorable biryanis I’ve had!",5,30/06/2025,,best biryani experience meghanas bengaluru flavors rich spices perfectly balanced every bite felt authentic mushroom biryani surprise hitloaded juicy mushrooms spicy masala served raita super satisfying even without meat easily one memorable biryanis ive had
Ashok Nagar,nikhil raj,"Tasteful food, varieties and good staff....!! Going back again... my international friends lso liked the food..!!",5,21/08/2025,,tasteful food varieties good staff going back again international friends lso liked food
Ashok Nagar,Divya Jindal,Ordered veg dum aloo biryani & there were prawns in the order I received. How irresponsible can this restaurant be? Feeding thousands of people are eating every single day.<br><br>There you just lost me as one of your customers and maybe many more vegetarians like me.,1,27/06/2025,,ordered veg dum aloo biryani prawns order received irresponsible restaurant be feeding thousands people eating every single daybrbrthere lost one customers maybe many vegetarians like me
Ashok Nagar,shihab kottuvala,"Chicken boneless biryani is my favourite item. It's a little spicy, preparing in basmati rice. I recommend",4,09/06/2025,,chicken boneless biryani favourite item little spicy preparing basmati rice recommend
Jayanagar,Ananya N,"Meghana foods in Jayanagar is a go-to place for delicious food. The Biryanis are outstanding - aromatic, flavorful, and served in generous portions. The service is quick and the staff is polite, making the dining experience smooth even during rush hours. The place is well-maintained with a nice seating setup, perfect for both family outings and casual meals with friends. If you’re in Jayanagar and craving authentic spicy food, Meghana foods is definitely worth visiting. ✨",4,30/08/2025,,meghana foods jayanagar goto place delicious food biryanis outstanding aromatic flavorful served generous portions service quick staff polite making dining experience smooth even rush hours place wellmaintained nice seating setup perfect family outings casual meals friends youre jayanagar craving authentic spicy food meghana foods definitely worth visiting
Jayanagar,shaswat patra,If you are in Bangalore for a minimum of 1month then you must have heard about Meghana Biryani. The Biryani is not like Hyderabad Dum Biryani but its taste unique and tastes awesome. Tried Mutton Biryani this time and it turned out to be amazing. Everyone tries Meghana Spl Chicken Biryani but trust me try Mutton Biryani also its superb in taste. Little higher in Price but its worth if it.,5,22/04/2025,1.0,bangalore minimum month must heard meghana biryani biryani like hyderabad dum biryani taste unique tastes awesome tried mutton biryani time turned amazing everyone tries meghana spl chicken biryani trust try mutton biryani also superb taste little higher price worth it
Jayanagar,Manoj Manu,In Jayanagar it's the best spot in MidNight Dinner and The food here is amazing. Service is also good. The staff are friendly. You will really enjoy the Biriyani's. I highly recommend.,4,21/04/2025,,jayanagar best spot midnight dinner food amazing service also good staff friendly really enjoy biriyanis highly recommend
Jayanagar,Harish H,Today had been to Meghna foods for Lunch. Very much crowded. We ordered Hyderabadi chicken biryani and chicken bonless biryani along with kabab and chicken 65. The taste was good bit spicy. Ambience and service was tooo good. Bit costly. since it’s situated in the main road Parking is an issue.,4,03/04/2025,,today meghna foods lunch much crowded ordered hyderabadi chicken biryani chicken bonless biryani along kabab chicken taste good bit spicy ambience service tooo good bit costly since its situated main road parking issue
Jayanagar,Chintan Mandagadde Nagappagowda,"I’ve been a regular customer at Meghana Biryani, both at the Jayanagar 4th Block outlet and also in Koramangala. I usually come here for their Boneless Chicken Biryani – and I must say, the taste never disappoints. The biryani is rich in flavor, aromatic, and truly one of the best in Bengaluru. Ambience is also nice and welcoming, which makes it a good place for food lovers, especially those coming from different parts of India.<br><br>However, I’ve noticed something that I feel needs to be addressed. As a Kannadiga, I’ve often felt that the staff doesn’t treat local customers with the same warmth or respect as they do with North Indian visitors. It seems like the focus is more on those who tip well or speak in Hindi, and that really left me disappointed. We locals also come to enjoy good food and deserve to be treated with equal courtesy.<br><br>Also, while the food is undoubtedly good, the prices are quite high – not very budget-friendly for regular visits. A bit more value-for-money would make the experience much better.<br><br>Great food, but hoping the management improves in terms of service attitude and pricing.",3,23/04/2025,,ive regular customer meghana biryani jayanagar th block outlet also koramangala usually come boneless chicken biryani must say taste never disappoints biryani rich flavor aromatic truly one best bengaluru ambience also nice welcoming makes good place food lovers especially coming different parts indiabrbrhowever ive noticed something feel needs addressed kannadiga ive often felt staff doesnt treat local customers warmth respect north indian visitors seems like focus tip well speak hindi really left disappointed locals also come enjoy good food deserve treated equal courtesybrbralso food undoubtedly good prices quite high budgetfriendly regular visits bit valueformoney would make experience much betterbrbrgreat food hoping management improves terms service attitude pricing
Jayanagar,Krishna Chaitanya SVS,"In my opinion, the best Hyderabadi Biriyani in Bangalore. They've space on ground and first floors but always busy because of its popularity. One thing I noticed is that the quantity of food given when you dine-in seems less compared to when you order to home thru swiggy or other.",4,15/05/2025,,opinion best hyderabadi biriyani bangalore space ground first floors always busy popularity one thing noticed quantity food given dinein seems less compared order home thru swiggy other
Jayanagar,G P,"Tasted Meghana Biryani Since 2007 when they opened their first beach @ Koramangala,<br>Same taste nothing changed,<br>As usual their Meghana Spcl Biryani s Suprb,<br>And as well as their Paneer Biryani,<br>Chicken Ghee Roast Ultimate,<br>And their service are good,<br>Little crowded & Prominent Location @ Jayanagar.",5,25/06/2025,,tasted meghana biryani since opened first beach koramangalabrsame taste nothing changedbras usual meghana spcl biryani suprbbrand well paneer biryanibrchicken ghee roast ultimatebrand service goodbrlittle crowded prominent location jayanagar
Jayanagar,Niranjan MN,Must try in Bangalore. Spicy and flavourful. The service and ambience is top notch. But definitely overpriced.,5,05/08/2025,,must try bangalore spicy flavourful service ambience top notch definitely overpriced
Jayanagar,Dr. Bibaswan Roy,"Prominent location in indira nagar , bangalore. All the items are very very tasty. Specially the meghana special chicken biryani. The pieces are soft and delicious.<br>The lassi was so good.<br>Even the chocolate pan outside was so good.<br>Pretty much affordable too.<br>Three cheers for Meghana.<br>Highly recommended!!",5,05/06/2025,,prominent location indira nagar bangalore items tasty specially meghana special chicken biryani pieces soft deliciousbrthe lassi goodbreven chocolate pan outside goodbrpretty much affordable toobrthree cheers meghanabrhighly recommended
Jayanagar,Ankitha Marnal,"Extremely Disappointed and Shocked – Found Chicken in a Vegetarian Dish<br><br>I am a pure vegetarian and had ordered Veg Fried Rice and Chilli Paneer for dinner. To my absolute shock and horror, halfway through the meal, I discovered chicken pieces mixed in with the paneer. Thankfully, I noticed the difference before swallowing it—but the damage is already done.<br><br>This is not just a mistake; it’s a serious breach of trust, especially for someone who follows a strict vegetarian diet due to personal, ethical, or religious reasons. I am now questioning the kitchen’s hygiene, food segregation practices, and SOPs.<br><br>We pay a premium expecting safe, labelled food from a reputed brand, not to have our beliefs and preferences violated. To make things worse, no one from the restaurant has bothered to respond to my calls or messages. Swiggy said they are just a platform and restaurant should be contacted directly.<br><br>This kind of negligence is unacceptable. I hope appropriate action is taken and such incidents are not repeated with other customers.",1,26/07/2025,,extremely disappointed shocked found chicken vegetarian dishbrbri pure vegetarian ordered veg fried rice chilli paneer dinner absolute shock horror halfway meal discovered chicken pieces mixed paneer thankfully noticed difference swallowing itbut damage already donebrbrthis mistake its serious breach trust especially someone follows strict vegetarian diet due personal ethical religious reasons questioning kitchens hygiene food segregation practices sopsbrbrwe pay premium expecting safe labelled food reputed brand beliefs preferences violated make things worse one restaurant bothered respond calls messages swiggy said platform restaurant contacted directlybrbrthis kind negligence unacceptable hope appropriate action taken incidents repeated customers
Marathahalli,PAPPALA KARTHIK,"Meghana Biryani is one of the most popular places in Bangalore for biryani, and it definitely lives up to its name. The biryani is flavorful, with the right balance of spices, and the portion sizes are generous. The place is usually crowded, which shows how much people love it, but that also means you might have to wait a bit for a table. If you enjoy spicy and authentic Andhra-style biryani, this is a must-try.",5,28-08-2025,,meghana biryani one popular places bangalore biryani definitely lives name biryani flavorful right balance spices portion sizes generous place usually crowded shows much people love it also means might wait bit table enjoy spicy authentic andhrastyle biryani musttry
Marathahalli,Tenzin Dhekyong,I have been always ordering food from here and eating in this restaurant for first time ..boneless chicken briyani is so good as always ..quantity is more and two people can share. Raitha ain’t good like Nagarjuna ..ambience is okay,3,18-07-2025,,always ordering food eating restaurant first time boneless chicken briyani good always quantity two people share raitha aint good like nagarjuna ambience okay
Marathahalli,Pooja Raibagi,"Without a doubt, Meghana Foods' biryani is one of my absolute favorites.<br>Whenever I visit Bangalore, I make sure to try their food — it's consistently exceptional and absolutely delicious😋😋",5,10-07-2025,,without doubt meghana foods biryani one absolute favoritesbrwhenever visit bangalore make sure try food consistently exceptional absolutely delicious
Marathahalli,Tamilselvan Amirthalingam,"Meghana Foods Marathahalli has always been my go-to spot for biryani in Bengaluru—we usually visit twice a month. But today’s experience was quite disappointing.<br><br>We ordered Meghana Special Boneless Biryani, which is usually flavorful, but today it lacked the usual spice and punch. The Prawn Ghee Roast was very dry and hard, making it unpleasant to eat. Meghana Chicken 555, another favorite, didn’t live up to its name either. Only the Lemon Chicken was somewhat okay.",2,09-07-2025,,meghana foods marathahalli always goto spot biryani bengaluruwe usually visit twice month todays experience quite disappointingbrbrwe ordered meghana special boneless biryani usually flavorful today lacked usual spice punch prawn ghee roast dry hard making unpleasant eat meghana chicken another favorite didnt live name either lemon chicken somewhat okay
Marathahalli,Shweta Choudhary,"Extremely disappointed with my recent order from Meghna Foods.<br><br>I had ordered 4 plates of biryani, out of which 3 were Potato Biryani, and shockingly, the potatoes in all 3 plates were mostly raw — around 80% were completely uncooked.<br><br>It’s unacceptable that such a basic and main ingredient was not cooked properly. This ruined the entire meal and reflects very poorly on the quality control and standards of the kitchen.<br><br>I expected much better from Meghna Foods. I am requesting a full refund for the 3 plates of Potato Biryani and hope this issue is taken seriously.",1,20-06-2025,,extremely disappointed recent order meghna foodsbrbri ordered plates biryani potato biryani shockingly potatoes plates mostly raw around completely uncookedbrbrits unacceptable basic main ingredient cooked properly ruined entire meal reflects poorly quality control standards kitchenbrbri expected much better meghna foods requesting full refund plates potato biryani hope issue taken seriously
Marathahalli,Ashutosh Kaushik,"I am rating 1 star so that this comes in light of the Marathahalli Meghana Foods Branch. The food is delicious there is no doubt, the service is fast and good. But what about ambience? The walls need renovation guys it looks so bad that it cant be explained in words photos attached for your reference",1,05-05-2025,,rating star comes light marathahalli meghana foods branch food delicious doubt service fast good ambience walls need renovation guys looks bad cant explained words photos attached reference
Marathahalli,Akhil Anilkumar,"As a Keralite, I felt the taste of Meghna Biryani was only average.  I felt the price of Rs 375 for a chicken biryani was too high.  Even though the quantity was more than expected, the popularity resulted in a very long wait time, especially at noon. We waited over 20 minutes even at 3:30 PM; imagine the wait from 12 PM to 2 PM.<br><br>The atmosphere and service were quite good. There are three floors, but every seat was occupied up to the third floor.  There is limited parking space.",3,02-05-2025,,keralite felt taste meghna biryani average felt price rs chicken biryani high even though quantity expected popularity resulted long wait time especially noon waited minutes even pm imagine wait pm pmbrbrthe atmosphere service quite good three floors every seat occupied third floor limited parking space
Marathahalli,anupama singh,Meghna's Mushroom Biryani is also great. And Lassi is fulfilling. If you sit on 2nd and 3rd floor it's much more comfortable during summer.,5,27-04-2025,1.0,meghnas mushroom biryani also great lassi fulfilling sit nd rd floor much comfortable summer
Marathahalli,Sudip Kumar Patel,"It is one of the best places for Hyderabadi biryani in Bangalore.  They taste was just awesome 👌 as expected.  We tried 2/3 types of biryani and a chicken starter , and the best taste was the Meghna special biryani. The price was  slightly on the higher side . Parking is also very limited . Service was good.",4,05-04-2025,1.0,one best places hyderabadi biryani bangalore taste awesome expected tried types biryani chicken starter best taste meghna special biryani price slightly higher side parking also limited service good
Marathahalli,Rakesh Manchali,"If you're looking for an exceptional dining experience, this place nails it with its delicious biryani, great atmosphere, and fast service. The biryani is incredibly flavorful, with perfectly cooked rice, tender meat, and a rich blend of spices that make every bite a delight. The restaurant atmosphere is warm and inviting, creating the perfect backdrop for a relaxing meal. On top of that, the service is quick and efficient, ensuring you can enjoy your meal without any unnecessary delays. Whether you're a biryani enthusiast or just looking for a great place to eat, this spot definitely hits the mark! ( I ordered chicken boneless briyani)",5,02-04-2025,,looking exceptional dining experience place nails delicious biryani great atmosphere fast service biryani incredibly flavorful perfectly cooked rice tender meat rich blend spices make every bite delight restaurant atmosphere warm inviting creating perfect backdrop relaxing meal top that service quick efficient ensuring enjoy meal without unnecessary delays whether biryani enthusiast looking great place eat spot definitely hits mark ordered chicken boneless briyani
Indiranagara,RAHUL RAJ,"Food is too good but biryani option is very less and we used to eat one option only. Meghna needs to add new menu, so people will enjoy more than searching other options.",4,18-08-2025,,food good biryani option less used eat one option only meghna needs add new menu people enjoy searching options
Indiranagara,Justin Prasad,"I love the mutton biryani at Meghana — I've tried it many times and it's always consistent. The ambience is average, and the wash area is messy and usually crowded, but I still highly recommend it for the quality of the food. Definitely worth a try!",4,14-07-2025,,love mutton biryani meghana tried many times always consistent ambience average wash area messy usually crowded still highly recommend quality food definitely worth try
Indiranagara,Tamim Iqbal,"Absolutely loved it, the quantity might be a bit too much for one person and the biryani I ordered had about 12-15 pieces of chicken and the rice was aromatic and really flavourful. This place is usually very crowded so I would avoid going on weekends.  This was probably the best Biryani I had in Bangalore.",5,29-06-2025,,absolutely loved it quantity might bit much one person biryani ordered pieces chicken rice aromatic really flavourful place usually crowded would avoid going weekends probably best biryani bangalore
Indiranagara,Shajinesh Perumbala,Meghna foods is located in the prime location Indiranagar. Valet parking available.food is tasty and hygienic. Well behaved staff. Waiting time is bit high. Their Meghna special Biriyani & Mutton pepper fry is must try items.,4,28-06-2025,,meghna foods located prime location indiranagar valet parking availablefood tasty hygienic well behaved staff waiting time bit high meghna special biriyani mutton pepper fry must try items
Indiranagara,Vishnu,"Disappointed with the Flavors<br><br>Tried the biriyani and found it quite disappointing — overly spicy but lacking real depth or taste. It didn’t deliver the rich, aromatic flavor you’d expect from a good biriyani.<br><br>Even more frustrating was the chicken starters — we ordered both Pepper Chicken and Lemon Chicken, but they tasted almost identical. No distinct flavor, just the same base with a different name.<br><br>Unfortunately, the overall experience was underwhelming, and I wouldn’t recommend it based on this visit.",3,26-06-2025,,disappointed flavorsbrbrtried biriyani found quite disappointing overly spicy lacking real depth taste didnt deliver rich aromatic flavor youd expect good biriyanibrbreven frustrating chicken starters ordered pepper chicken lemon chicken tasted almost identical distinct flavor base different namebrbrunfortunately overall experience underwhelming wouldnt recommend based visit
Indiranagara,Abdul wahid,"We tried the Meghna Special Boneless Chicken Biriyani , very tasty, flavorful, and served in generous portions. One plate is enough for two people. The restaurant is spacious, with a good atmosphere and excellent service from the staff. The only drawback is the lack of parking space.",5,24-06-2025,,tried meghna special boneless chicken biriyani tasty flavorful served generous portions one plate enough two people restaurant spacious good atmosphere excellent service staff drawback lack parking space
Indiranagara,Keerthana Gopalraja,"I am from Chennai and this is the first time I visit this place in Bangalore. I really loved their food and service. I ordered some of the dishes from 'Today's special' menu and it was really awesome.<br>Must Try : Ghee roast Prawns, Mutton starter and Mutton kheema biriyani's quantity is more enough for 2people.",5,07-06-2025,,chennai first time visit place bangalore really loved food service ordered dishes todays special menu really awesomebrmust try ghee roast prawns mutton starter mutton kheema biriyanis quantity enough people
Indiranagara,VEL,"1. Meghana Special Chicken Biryani is full of flavor with soft, juicy chicken.<br><br>2. The restaurant has dining on two floors with plenty of seating.<br><br>3. The biryani is slightly spicy and very tasty.<br><br>4. One plate is big enough for one person.<br><br>5. The place is clean and good for families and friends.<br><br>6. Staff are polite and service is average.<br><br>7. The biryani costs ₹399, which is bit costly .<br><br>8. You can eat there or take food home.<br><br>9. It’s easy to reach, near Indiranagar Metro Station.<br><br>10. A great place to enjoy delicious biryani in Bengaluru.",5,02-06-2025,1.0,meghana special chicken biryani full flavor soft juicy chickenbrbr restaurant dining two floors plenty seatingbrbr biryani slightly spicy tastybrbr one plate big enough one personbrbr place clean good families friendsbrbr staff polite service averagebrbr biryani costs bit costly brbr eat take food homebrbr its easy reach near indiranagar metro stationbrbr great place enjoy delicious biryani bengaluru
Indiranagara,alexjoyluke,"Excellent service and a great dining experience! We tried several dishes and were impressed overall. The lemon chicken was absolutely delicious and a must-try item. As expected, the biryani was flavorful and satisfying, but the special boneless chicken biryani stood out—it was even better than the regular ones. We also had kebabs, which were good, though not exceptional. Even the curd rice was tasty and well-prepared. Highly recommend this place for its quality food and top-notch service!",4,07-05-2025,,excellent service great dining experience tried several dishes impressed overall lemon chicken absolutely delicious musttry item expected biryani flavorful satisfying special boneless chicken biryani stood outit even better regular ones also kebabs good though exceptional even curd rice tasty wellprepared highly recommend place quality food topnotch service
Indiranagara,Ishita Kulkarni,"Checked out Meghna Biryani and completely understood what the hype is about. I tried the Special chicken biryani and prawns fry for starters. The biryani was delicious, it was filled with spices and was appropriately spicy, the chicken was very tender and tasty. The prawns were fresh and their masala was amazing. The drinks were also quite refreshing. Definitely recommend trying meghna foods if you are in BLR!",5,22-03-2025,,checked meghna biryani completely understood hype about tried special chicken biryani prawns fry starters biryani delicious filled spices appropriately spicy chicken tender tasty prawns fresh masala amazing drinks also quite refreshing definitely recommend trying meghna foods blr
